936,891 David Run,32.500700000000002,-94.740489999999994,40139,Longview,US,America,Chicago
1085,126 Jeffery Street,33.448720000000002,-86.787769999999995,97746,Vestavia Hills,US,America,Chicago
1440,003 Alexander Shoal Suite 105,41.242550000000001,-82.615729999999999,18307,Norwalk,US,America,New_York
1493,141 Charles Hollow Suite 620,34.639150000000001,-120.45793999999999,61728,Lompoc,US,America,Los_Angeles
2580,634 Strong Mountains,43.54072,-116.56346000000001,22707,Nampa,US,America,Boise
3535,774 Lewis Grove Apt. 002,42.933689999999999,-72.278139999999993,1008,Keene,US,America,New_York
4348,04075 Lauren Ways,33.352829999999997,-111.78903,49170,Gilbert,US,America,Phoenix
5250,533 Chambers Street,42.4251,-71.066159999999996,41425,Malden,US,America,New_York
5696,33060 Phillip Path,41.478920000000002,-87.454759999999993,59292,Schererville,US,America,Chicago
6650,00992 Garcia Plaza Suite 367,39.32011,-76.515519999999995,8386,Rosedale,US,America,New_York
6865,16207 Parks Burgs Suite 541,40.940649999999998,-73.996809999999996,9719,Dumont,US,America,New_York
6901,864 Ramos Port Apt. 211,40.605379999999997,-73.755129999999994,53089,Far Rockaway,US,America,New_York
7612,4329 Lee Mews,33.352829999999997,-111.78903,94393,Gilbert,US,America,Phoenix
7954,055 Alejandro Fort Suite 192,32.351260000000003,-95.301060000000007,924,Tyler,US,America,Chicago
8179,398 Wallace Ranch Suite 593,41.478920000000002,-87.454759999999993,24601,Schererville,US,America,Chicago
8496,73042 Kevin Village Suite 461,38.963720000000002,-76.990809999999996,74010,Chillum,US,America,New_York
9127,19489 Kyle Stream Apt. 578,38.963720000000002,-76.990809999999996,46873,Chillum,US,America,New_York
10174,123 Hudson Square,37.52487,-77.557770000000005,31344,Bon Air,US,America,New_York
12411,94711 Nancy Camp,38.060839999999999,-97.929770000000005,92162,Hutchinson,US,America,Chicago
13421,045 Sarah Fort,35.882640000000002,-80.081990000000005,25010,Thomasville,US,America,New_York
14154,88684 Dustin Port,41.242550000000001,-82.615729999999999,11515,Norwalk,US,America,New_York
14529,87115 Rodriguez Plaza,41.478920000000002,-87.454759999999993,93111,Schererville,US,America,Chicago
15690,769 Johnson Well,43.54072,-116.56346000000001,55318,Nampa,US,America,Boise
18348,76104 Marsh Crescent,42.241129999999998,-88.316199999999995,17988,Crystal Lake,US,America,Chicago
18992,16396 Shawn Junction,20.889530000000001,-156.47432000000001,13914,Kahului,US,America,Honolulu
21639,56627 Alexandria Curve Apt. 275,40.646210000000004,-73.970690000000005,56506,Kensington,US,America,New_York
21793,12309 Anthony Roads Apt. 991,40.680660000000003,-73.474289999999996,12498,Massapequa,US,America,New_York
22119,159 Blake Estates Apt. 945,41.503430000000002,-74.010419999999996,72391,Newburgh,US,America,New_York
24257,90321 Clark Union,32.540439999999997,-82.903750000000002,89544,Dublin,US,America,New_York
24669,65735 Farley Course Apt. 141,36.208289999999998,-115.98390999999999,79871,Pahrump,US,America,Los_Angeles
25967,45439 Austin Turnpike Suite 485,39.091119999999997,-94.415509999999998,69993,Independence,US,America,Chicago
27383,9930 Joy Hollow Suite 517,42.168080000000003,-88.428139999999999,40190,Huntley,US,America,Chicago
27540,629 Evans Knoll Apt. 375,34.953029999999998,-120.43572,8084,Santa Maria,US,America,Los_Angeles
28453,387 Grimes Green Apt. 801,40.633159999999997,-74.136529999999993,93595,Port Richmond,US,America,New_York
29756,5420 Michael Mountains,41.478920000000002,-87.454759999999993,39343,Schererville,US,America,Chicago
30278,41489 Roger Terrace,33.929459999999999,-116.97725,12632,Beaumont,US,America,Los_Angeles
30908,845 Monroe Glen Apt. 807,38.060839999999999,-97.929770000000005,44530,Hutchinson,US,America,Chicago
31534,5171 Simmons Hollow Suite 229,40.677050000000001,-73.891249999999999,84240,Cypress Hills,US,America,New_York
32022,1534 Ryan Knolls,39.322879999999998,-76.728030000000004,8870,Woodlawn,US,America,New_York
32232,256 Cheryl Lights,33.352829999999997,-111.78903,6665,Gilbert,US,America,Phoenix
32347,1113 Margaret Drives Suite 379,39.785040000000002,-85.769419999999997,56460,Greenfield,US,America,Indiana/Indianapolis
32406,658 Jared Radial Suite 022,41.80753,-87.656440000000003,44201,New City,US,America,Chicago
32412,7063 Mary Curve Apt. 665,33.451219999999999,-86.996660000000006,28488,Hueytown,US,America,Chicago
33095,809 Erika Valley Apt. 634,33.76446,-117.79394000000001,78962,North Tustin,US,America,Los_Angeles
33875,7530 Villa Cliffs Apt. 777,27.71809,-82.351759999999999,54518,Sun City Center,US,America,New_York
34298,7173 Smith Square,44.278039999999997,-88.272049999999993,81599,Kaukauna,US,America,Chicago
34500,7403 Donna Park Suite 851,41.720590000000001,-87.701719999999995,18516,Evergreen Park,US,America,Chicago
35096,16419 Hall Stravenue Suite 331,36.06523,-119.01676999999999,40808,Porterville,US,America,Los_Angeles
36254,91189 Moore Drive Apt. 358,41.676400000000001,-91.580449999999999,31520,Coralville,US,America,Chicago
36635,23732 Michael Island Suite 184,40.810000000000002,-73.962500000000006,71420,Morningside Heights,US,America,New_York
36956,687 Bass Parks Apt. 893,35.250639999999997,-91.736249999999998,45094,Searcy,US,America,Chicago
38735,84576 Thomas Square Suite 707,42.583419999999997,-71.802300000000002,19219,Fitchburg,US,America,New_York
39603,354 Acevedo Fords Apt. 535,41.545659999999998,-71.291439999999994,88113,Middletown,US,America,New_York
39738,5875 Johnson Cape,29.53885,-95.44744,48827,Fresno,US,America,Chicago
39984,519 Kramer Crossroad Suite 418,29.53885,-95.44744,5505,Fresno,US,America,Chicago
40856,37658 Daniel Ranch,33.036990000000003,-117.29198,19952,Encinitas,US,America,Los_Angeles
41533,466 Aaron Fields,45.040799999999997,-93.263000000000005,21482,Columbia Heights,US,America,Chicago
41816,94918 Wise Knoll,40.93121,-73.898750000000007,60570,Yonkers,US,America,New_York
42021,59179 Bruce Gardens Apt. 413,40.57788,-73.959580000000003,22846,Brighton Beach,US,America,New_York
42832,24000 Erin Point Suite 590,20.889530000000001,-156.47432000000001,86400,Kahului,US,America,Honolulu
44213,57492 Lisa Plaza Suite 590,34.258069999999996,-88.704639999999998,52350,Tupelo,US,America,Chicago
44445,86401 Stephenson Canyon Apt. 468,45.539290000000001,-122.38731,93557,Troutdale,US,America,Los_Angeles
45101,762 Reynolds Gateway,41.16704,-73.204830000000001,45116,Bridgeport,US,America,New_York
45724,22584 Candice Mills,35.614519999999999,-88.813950000000006,2231,Jackson,US,America,Chicago
46241,0824 Megan Prairie Suite 711,36.06523,-119.01676999999999,5667,Porterville,US,America,Los_Angeles
47565,5240 Berry Centers,39.435339999999997,-84.20299,46824,Lebanon,US,America,New_York
48009,65992 Lester Coves,43.165469999999999,-77.700659999999999,3910,Gates-North Gates,US,America,New_York
48432,423 Bell Heights,40.728160000000003,-74.077640000000002,77869,Jersey City,US,America,New_York
48838,93057 Oneal Branch Apt. 160,40.822319999999998,-74.159869999999998,5898,Nutley,US,America,New_York
49470,5602 Phillip Squares,38.588940000000001,-89.990380000000002,17805,Fairview Heights,US,America,Chicago
50605,71427 Odonnell Rapids,33.451219999999999,-86.996660000000006,5601,Hueytown,US,America,Chicago
50625,6022 Justin Village Suite 007,41.55838,-81.569289999999995,18969,Collinwood,US,America,New_York
51256,5375 Sue Canyon Suite 408,43.54072,-116.56346000000001,75447,Nampa,US,America,Boise
51710,478 Herrera Green,41.80753,-87.656440000000003,30881,New City,US,America,Chicago
52877,3373 Rebecca Bypass Apt. 125,34.06635,-84.678370000000001,97908,Acworth,US,America,New_York
53869,731 Sanders Fords,30.17746,-81.38758,28798,Palm Valley,US,America,New_York
54057,753 Padilla Circles,29.53885,-95.44744,74885,Fresno,US,America,Chicago
54352,848 Melissa Springs Suite 947,33.720700000000001,-116.21677,87040,Indio,US,America,Los_Angeles
55340,0487 Hull Village Suite 759,38.918170000000003,-78.19444,66651,Front Royal,US,America,New_York
56325,16448 Audrey Road,32.351260000000003,-95.301060000000007,70149,Tyler,US,America,Chicago
